"dept_code","vote_num","vs_type","name_en","name_fr","doc","est_last_year_4","est_last_year_3","est_last_year_2","est_last_year","est_in_year"
"NRC","S",0,"Spending of revenues pursuant to paragraph 5(1)(e) of the National Research Council Act","Dépense des recettes conformément à l'alinéa 5(1)e) de la Loi sur le Conseil national de recherches (L.R.C. (1985), ch. N-15)","SEC",-43400000,-19600000,0,0,0
"NSERC",1,1,"Operating and Program","Fonctionnement et Programme","ME",42776701,43581132,43401516,44692641,46122469
"NSERC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,707625,0,0
"NSERC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",845000,0,1410000,141000,0
"NSERC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,367500,0
"NSERC",1,1,"Operating and Program","Fonctionnement et Programme","VA",2145847,2145788,2179057,2170076,2948941
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions","ME",1015471014,1037790619,1071265060,1156971837,1202907659
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions","SEA",0,1,7170275,0,-456104
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions","SEB",22568003,0,64137103,6369142,0
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions","SEC",461175,31158317,-445622,3740934,0
"NSERC",5,3,"Grants & Contributions","Subventions et Contributions","VA",0,320000,0,0,43388191
"NSERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",4926534,5019795,5139314,4786888,5271310
"NSERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",20657,93365,-242550,0,0
"NSERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,74000,0,0
"NSERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",30000,0,101000,16200,0
"NSERC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,34000,0
"NSERC","S",0,"Spending of Revenues pursuant to subsection 4.2 of the Natural Sciences and Engineering Research Council Act","Dépenses des revenus en vertu du paragraphe 4.2 de la Loi sur le Conseil de recherches en sciences naturelles et en génie","ME",0,178779,378779,578779,178779
"NSERC","S",0,"Spending of Revenues pursuant to subsection 4.2 of the Natural Sciences and Engineering Research Council Act","Dépenses des revenus en vertu du paragraphe 4.2 de la Loi sur le Conseil de recherches en sciences naturelles et en génie","SA",0,-81618,-206957,0,0
"NSERC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",962,929,997,0,0
"NSICP",1,1,"Operating and Program","Fonctionnement et Programme","ME",0,0,0,0,3294747
"NSICP",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,3278218
"NSICP",3,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,0,2187779,0
"NSICP",3,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,2073828,0
"NSICP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",0,0,0,0,199081
"NSICP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,65124,0
"OAG",1,1,"Operating and Program","Fonctionnement et Programme","ME",67947936,68269099,68269099,68269099,69027524
"OAG",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,1,0
"OAG",1,1,"Operating and Program","Fonctionnement et Programme","VA",8759454,4722897,6291538,4237845,8770800
"OAG","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",9793894,10025921,10264633,9232872,9196992
"OAG","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-681625,-1219773,-2074301,188000,760000
"OAG","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",13981,3989,2399,0,0
"OCI",1,1,"Operating and Program","Fonctionnement et Programme","ME",4120298,4106381,4102301,4102301,4129824
"OCI",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,99196
"OCI",1,1,"Operating and Program","Fonctionnement et Programme","VA",339589,217277,275111,199860,622732
"OCI","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",539354,549160,562235,513203,501043
"OCI","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-12900,-39717,-66488,0,92282
"OCOL",1,1,"Operating and Program","Fonctionnement et Programme","ME",18623744,18556100,18559402,18595492,19101205
"OCOL",1,1,"Operating and Program","Fonctionnement et Programme","VA",1970677,345853,963895,1476940,929775
"OCOL","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",2153208,2277425,2332217,2134492,2181383
"OCOL","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",195635,-161485,-227628,0,0
"OCOL","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",991,516,608,0,0
"OCSEC",1,1,"Operating and Program","Fonctionnement et Programme","ME",1847027,1850071,1940071,1940071,1954662
"OCSEC",1,1,"Operating and Program","Fonctionnement et Programme","VA",101994,92351,85435,119175,97004
"OCSEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",177261,180996,185306,169145,165976
"OCSEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-1889,-3106,-15145,0,0
"ODPP",1,1,"Operating and Program","Fonctionnement et Programme","ME",149579834,149298354,163791495,161657167,162190770
"ODPP",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,8000000,0,0,-71464
"ODPP",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,3972030,0,0,0
"ODPP",1,1,"Operating and Program","Fonctionnement et Programme","VA",7838748,8705928,9031231,10225915,5246269
"ODPP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",18236040,18878245,19881960,18215455,17928275
"ODPP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-1371070,-3044147,-3581749,0,0
"ODPP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,645265,0,0,0
"ODPP","S",0,"Electoral expenditures","Dépenses électorales","ME",0,2541596,1992002,1554207,1362696
"ODPP","S",0,"Electoral expenditures","Dépenses électorales","SA",2394505,61310,1047790,0,0
"ODPP","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",0,0,58442,0,0
"ODPP","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",0,0,15493,0,0
"OEC",1,1,"Operating and Program","Fonctionnement et Programme","ME",6178280,6178280,6178280,6178280,6134141
"OEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",760125,773946,792373,723271,733782
"OEC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-90674,-173561,-154128,0,0
"OICC",1,1,"Operating and Program","Fonctionnement et Programme","ME",2050758,59796691,110040788,126917348,99901528
"OICC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",71101228,10000000,14690666,0,34384247
"OICC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",-277984,0,2404232,83706418,0
"OICC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,49285925,600000,0,0
"OICC",1,1,"Operating and Program","Fonctionnement et Programme","VA",2206091,4658574,3880799,6500681,3459950
"OICC",10,3,"Grants & Contributions","Subventions et Contributions","ME",0,1569894628,1612886500,4282963173,3111503619
"OICC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,1383566000,0,256150700
"OICC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",0,0,20969937,0,0
"OICC",3,2,"Capital","Capital","SEA",93170000,0,0,0,0
"OICC",3,2,"Capital","Capital","SEB",866524,0,0,0,0
"OICC",5,2,"Capital","Capital","ME",0,24652150,68690586,523659656,760949312
"OICC",5,2,"Capital","Capital","SEA",0,34355295,0,0,257522708
"OICC",5,2,"Capital","Capital","SEB",0,0,23851425,28128406,0
"OICC",5,2,"Capital","Capital","SEC",0,12537085,-2607000,0,0
"OICC",5,2,"Capital","Capital","VA",0,18634000,32884130,24563828,6030146
"OICC",5,3,"Grants & Contributions","Subventions et Contributions","ME",1345967616,0,0,0,0
"OICC",5,3,"Grants & Contributions","Subventions et Contributions","SEA",142200000,0,0,0,0
"OICC",5,3,"Grants & Contributions","Subventions et Contributions","SEB",77935102,0,0,0,0
"OICC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",309965,5567747,5874979,6106320,7782183
"OICC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-1497457,-381894,-1494312,0,0
"OICC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",6233080,0,906263,0,0
"OICC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,0,1220000,0
"OICC","S",0,"Gas Tax Fund","Fonds de la taxe sur l'essence","ME",1973269432,1973269432,2071932904,2071932904,2170596375
"OICC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",0,82100,83500,84400,86000
"OICC","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",80300,228,0,0,0
"OPSIC",1,1,"Operating and Program","Fonctionnement et Programme","ME",4923694,4934882,4936421,4957842,5009887
"OPSIC",1,1,"Operating and Program","Fonctionnement et Programme","VA",287273,245724,266165,321556,245892
"OPSIC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",502540,513560,526053,483539,476051
"OPSIC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-55517,-115288,-131081,0,0
"OPSIC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",46,0,0,0,0
"ORL",1,1,"Operating and Program","Fonctionnement et Programme","ME",4015579,4026414,4026414,4026414,4086292
"ORL",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,0,400000,0
"ORL",1,1,"Operating and Program","Fonctionnement et Programme","VA",325908,185118,201321,216064,1674595
"ORL","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",416721,426126,436272,398225,394644
"ORL","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",18612,-21459,-56457,0,0
"ORL","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",0,58,12,0,0
"OSEO",1,1,"Operating and Program","Fonctionnement et Programme","ME",1059500,1059500,1059500,1120500,1214777
"OSEO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",107250,109200,111800,111627,122402
"OSEO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-24056,-24342,-30822,0,0
"OSFI",1,1,"Operating and Program","Fonctionnement et Programme","ME",937691,945058,945058,945058,945058
"OSFI",1,1,"Operating and Program","Fonctionnement et Programme","VA",7367,0,0,0,0
"OSFI","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",3789,1867,1888,0,0
"OSFI","S",0,"Spending of revenues pursuant to subsection 17(2) of the Office of the Superintendent of Financial Institutions Act","Dépense des revenus conformément au paragraphe 17(2) de la Loi sur le Bureau du surintendant des institutions financières","ME",141825838,146989054,148758898,149215269,152133867
"OSFI","S",0,"Spending of revenues pursuant to subsection 17(2) of the Office of the Superintendent of Financial Institutions Act","Dépense des revenus conformément au paragraphe 17(2) de la Loi sur le Bureau du surintendant des institutions financières","SA",75396443,66744904,67792599,0,0
"PBO",1,1,"Operating and Program","Fonctionnement et Programme","ME",0,0,0,0,6983524
"PBO",3,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,0,690652,0
"PBO",3,1,"Operating and Program","Fonctionnement et Programme","VA",0,0,0,1510379,0
"PBO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",0,0,0,0,630514
"PBO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,40575,0
"PCA",1,1,"Operating and Program","Fonctionnement et Programme","ME",451381399,571135767,997202390,1258090149,1275738115
"PCA",1,1,"Operating and Program","Fonctionnement et Programme","MYA",125049224,55592998,145403966,257559545,0
"PCA",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,349432181,81867207,38364509,45506380
"PCA",1,1,"Operating and Program","Fonctionnement et Programme","SEB",62251611,0,20499057,-14784576,0
"PCA",1,1,"Operating and Program","Fonctionnement et Programme","SEC",-3500000,3540198,3000000,26981302,0
"PCA",1,1,"Operating and Program","Fonctionnement et Programme","VA",17452189,6321478,4052186,0,363297166
"PCA",5,9,"Other","Autre","ME",3500000,500000,500000,500000,9007000
"PCA",5,9,"Other","Autre","SEB",0,0,0,25045821,0
"PCA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",46583735,47637236,52835911,49312921,47781977
"PCA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",484717,-2273928,-2781275,0,1475320
"PCA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,4680663,393761,168000,132140
"PCA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",170751,0,415740,118317,0
"PCA","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,154179,0,521010,0
"PCA","S",0,"Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act","Dépenses qui équivalent aux revenus résultant de la poursuite des opérations en vertu de l'article 20 de la Loi sur l'Agence Parcs Canada","ME",111000000,118000000,123000000,81000000,140000000
"PCA","S",0,"Expenditures equivalent to revenues resulting from the conduct of operations pursuant to section 20 of the Parks Canada Agency Act","Dépenses qui équivalent aux revenus résultant de la poursuite des opérations en vertu de l'article 20 de la Loi sur l'Agence Parcs Canada","SA",17677779,45136474,43348040,18231387,21590323
"PCC",1,1,"Operating and Program","Fonctionnement et Programme","ME",9049115,9032529,9025809,9020809,9667981
"PCC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,99196
"PCC",1,1,"Operating and Program","Fonctionnement et Programme","VA",245195,452456,451626,653888,451040
"PCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",961267,979194,1002508,915080,984308
"PCC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-80228,2557,-156746,0,0
"PCO",1,1,"Operating and Program","Fonctionnement et Programme","ME",105754626,104454216,105746416,129915146,150284051
"PCO",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,23250293,33132276,57692954
"PCO",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,10955328,33841052,0
"PCO",1,1,"Operating and Program","Fonctionnement et Programme","SEC",2232365,3644076,3960442,1173970,0
"PCO",1,1,"Operating and Program","Fonctionnement et Programme","VA",5760036,5291481,3071804,7593062,7329364
"PCO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",12722263,14123363,14598564,14616209,15726650
"PCO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",111207,-1064977,-4134276,0,0
"PCO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,603049,1287971,2730151
"PCO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,1343389,477107,0
"PCO","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",370614,452278,82495,397024,0
"PCO","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",0,0,37,0,0
"PCO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",330100,255700,339400,343200,349800
"PCO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",-80381,-50883,-50935,0,0
"PCO","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SEC",0,82100,0,0,0
"PCO","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",24157,27580,43224,0,0
"PHAC",1,1,"Operating and Program","Fonctionnement et Programme","ME",312527662,317729513,333171729,322134984,328988943
"PHAC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,1548503,0,-584655
"PHAC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",206757,0,2853669,7392063,0
"PHAC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",23301326,4005541,525000,-4625092,0
"PHAC",1,1,"Operating and Program","Fonctionnement et Programme","VA",29798514,15427428,15029352,25226803,15976353
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions","ME",253014798,199999484,206779000,200927114,211843231
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,0,15400000,5381198
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions","SEB",-1913225,0,3069623,5995366,0
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,7000000,-14650000,3416750,0
"PHAC",10,3,"Grants & Contributions","Subventions et Contributions","VA",0,250000,0,0,75000000
"PHAC",5,2,"Capital","Capital","ME",6100596,5705314,5853695,7199069,5862750
"PHAC",5,2,"Capital","Capital","SEA",0,0,0,0,1735000
"PHAC",5,2,"Capital","Capital","SEB",1605685,0,650000,350000,0
"PHAC",5,2,"Capital","Capital","SEC",0,2300001,0,2243000,0
"PHAC",5,2,"Capital","Capital","VA",1053985,443926,0,548224,328089
"PHAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",29373939,29780316,30520636,28261022,29071697
"PHAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-409747,-1510509,-4061643,0,0
"PHAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,148604,0,137186
"PHAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",20210,0,279995,252388,0
"PHAC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",144615,354132,0,54053,0
"PHAC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",0,0,15,0,0
"PHAC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",74353,218927,70965,0,0
"PHAC","S",0,"Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act","Dépense des recettes provenant des autres ministères pour lesquels le ministre est responsable, conformément au paragraphe 4.2(4) de la Loi sur le ministère de la Santé","ME",13679690,13937794,13412742,13412742,13412742
"PHAC","S",0,"Spending of revenues from other departments for which the Minister is responsible, pursuant to subsection 4.2(4) of the Department of Health Act","Dépense des recettes provenant des autres ministères pour lesquels le ministre est responsable, conformément au paragraphe 4.2(4) de la Loi sur le ministère de la Santé","SA",-1155498,-1683161,-2161048,0,0
"PMPRB",1,1,"Operating and Program","Fonctionnement et Programme","ME",9949348,9947595,9943258,9930556,13689951
"PMPRB",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,99196
"PMPRB",1,1,"Operating and Program","Fonctionnement et Programme","VA",407122,375750,393178,558156,349967
"PMPRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",977682,997586,1021850,935765,1181921
"PMPRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-137098,-71772,-113934,0,0
"PMPRB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",114,47,448,0,0
"PPP",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",9500000,11800000,11800000,11800000,0
"PPP",1,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",2300000,0,0,0,0
"PPP",3,5,"Payments to Crown Corps","Paiement aux sociétés d'État","SEA",197700000,0,0,0,0
"PPP",5,5,"Payments to Crown Corps","Paiement aux sociétés d'État","ME",0,219400000,267700000,267700000,0
"PPS",1,1,"Operating and Program","Fonctionnement et Programme","ME",0,0,56313707,62100000,76663760
"PPS",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,3272189,7127658
"PPS",1,1,"Operating and Program","Fonctionnement et Programme","SEB",0,0,6691090,14245794,0
"PPS",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,0,2145695,0,0
"PPS",3,1,"Operating and Program","Fonctionnement et Programme","SEB",0,3111253,0,0,0
"PPS",3,1,"Operating and Program","Fonctionnement et Programme","SEC",0,16887833,0,0,0
"PPS",3,1,"Operating and Program","Fonctionnement et Programme","VA",0,28752947,0,0,0
"PPS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",0,0,5801403,6162800,6784000
"PPS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",0,2796962,-1077113,200000,0
"PPS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,0,0,422673,502057
"PPS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,298200,366667,489226,0
"PPS","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,275532,90000,0,0
"PSC",1,1,"Operating and Program","Fonctionnement et Programme","ME",71676677,71397504,71160178,72137719,74360701
"PSC",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,0,0,0,99196
"PSC",1,1,"Operating and Program","Fonctionnement et Programme","SEB",504001,0,252001,252001,0
"PSC",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,504001,0,0,0
"PSC",1,1,"Operating and Program","Fonctionnement et Programme","VA",4724389,4296434,4282475,7158661,4319486
"PSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",12016810,12203512,12442885,11373214,11315589
"PSC","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-1880832,-2605451,-3334789,0,0
"PSC","S",0,"Refunds of amounts credited to revenues in previous years","Remboursements de montants portés aux revenus d'exercices antérieurs","SA",1328,0,220,0,0
"PSC","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",180,9062,642,0,0
"PSEP",1,1,"Operating and Program","Fonctionnement et Programme","ME",115159335,113188545,128080019,123231161,138311494
"PSEP",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,4512167,0,4234441,7186820
"PSEP",1,1,"Operating and Program","Fonctionnement et Programme","SEB",3746855,0,1717304,4983298,0
"PSEP",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,50801,288017,2649033,0
"PSEP",1,1,"Operating and Program","Fonctionnement et Programme","VA",6917858,8152521,28174408,10315493,8998407
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions","ME",993008766,1022476287,952867801,914540358,1007864906
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions","SEA",95000000,-22678263,0,0,-21974518
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions","SEB",-41854342,0,65799283,14687541,0
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions","SEC",0,2568148,1282074,17095540,0
"PSEP",5,3,"Grants & Contributions","Subventions et Contributions","VA",0,3190521,16000000,521270,0
"PSEP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",14519955,14689319,15927088,14737940,15485644
"PSEP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-909265,-1003471,-1802715,0,301730
"PSEP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,262929,0,261424,464843
"PSEP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEB",0,0,212821,164612,0
"PSEP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEC",0,0,0,252078,0
"PSEP","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","ME",80300,82100,83500,84400,86000
"PSEP","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SA",0,228,0,0,0
"PSEP","S",0,"Salary and Motor Car Allowance","Traitement et allocation pour automobile","SEA",0,0,0,0,86000
"PSSRB",1,1,"Operating and Program","Fonctionnement et Programme","ME",12501779,0,0,0,0
"PSSRB",1,1,"Operating and Program","Fonctionnement et Programme","VA",-5212551,0,0,0,0
"PSSRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",1243633,0,0,0,0
"PSSRB","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-518181,0,0,0,0
"PSSRB","S",0,"Spending of proceeds from the disposal of surplus Crown assets","Dépenses des produits de la vente de biens excédentaires de l'État","SA",39,0,0,0,0
"PSST",1,1,"Operating and Program","Fonctionnement et Programme","ME",4891908,0,0,0,0
"PSST",1,1,"Operating and Program","Fonctionnement et Programme","VA",-2126114,0,0,0,0
"PSST","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",589208,0,0,0,0
"PSST","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-245503,0,0,0,0
"RCMP",1,1,"Operating and Program","Fonctionnement et Programme","ME",1766280232,1726192674,1835514525,1888011496,2531606533
"RCMP",1,1,"Operating and Program","Fonctionnement et Programme","SEA",0,42126263,0,0,119479375
"RCMP",1,1,"Operating and Program","Fonctionnement et Programme","SEB",12236390,0,95925030,136110223,0
"RCMP",1,1,"Operating and Program","Fonctionnement et Programme","SEC",0,69299168,72769011,226624189,0
"RCMP",1,1,"Operating and Program","Fonctionnement et Programme","VA",207261092,69169026,112989842,247809841,109010789
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions","ME",163636131,180351933,194973483,223573483,253673483
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions","SEA",0,0,0,0,19500000
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions","SEB",2821386,0,13100000,5000000,0
"RCMP",10,3,"Grants & Contributions","Subventions et Contributions","SEC",0,6600000,5000000,4500000,0
"RCMP",5,2,"Capital","Capital","ME",246469709,261996018,246780724,327465645,289535957
"RCMP",5,2,"Capital","Capital","SEA",0,6902000,0,0,23630497
"RCMP",5,2,"Capital","Capital","SEB",8681258,0,26622281,10005743,0
"RCMP",5,2,"Capital","Capital","SEC",0,25404082,14997371,22750300,0
"RCMP",5,2,"Capital","Capital","VA",45396808,37238222,24334860,37607468,56244641
"RCMP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","ME",87318054,71762731,75385138,70293491,59486341
"RCMP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SA",-17215159,-6678900,-8890770,0,39411
"RCMP","S",0,"Contributions to employee benefit plans","Contributions aux régimes d'avantages sociaux des employés","SEA",0,42220,0,0,372192
